"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 31 01:42:44 UTC 2024","Fri May 31 01:45:36 UTC 2024","172028","tests.integration","test_tls","","","","test_scale_up_pgb","Scale up PGB while TLS is enabled.

    Args:
        ops_test: The ops test framework
    "
"skipped","Fri May 31 01:37:03 UTC 2024","Fri May 31 01:37:03 UTC 2024","0","tests.integration","test_node_port","","","","test_data_integrator","Test the connection."
"passed","Fri May 31 01:35:04 UTC 2024","Fri May 31 01:45:03 UTC 2024","599669","tests.integration.relations","test_peers","","","","test_scaled_relations","Test that the pgbouncer and postgres charms can relate to one another."
"passed","Fri May 31 01:55:55 UTC 2024","Fri May 31 01:57:14 UTC 2024","78643","tests.integration.relations.pgbouncer_provider","test_pgbouncer_provider","","","","test_connection_is_possible_after_pod_deletion","Tests that the connection is possible after the pod is deleted."
"passed","Fri May 31 01:46:45 UTC 2024","Fri May 31 01:47:21 UTC 2024","36829","tests.integration","test_tls","","","","test_remove_tls","Removes the TLS relation and check through the test app the it is off.

    Args:
        ops_test: The ops test framework
    "
"passed","Fri May 31 01:33:30 UTC 2024","Fri May 31 01:35:04 UTC 2024","93121","tests.integration.relations","test_peers","","","","test_deploy_at_scale",""
"passed","Fri May 31 01:39:16 UTC 2024","Fri May 31 01:43:17 UTC 2024","241545","tests.integration","test_upgrade_from_stable","","","","test_upgrade_from_stable",""
"passed","Fri May 31 01:39:23 UTC 2024","Fri May 31 01:43:28 UTC 2024","245193","tests.integration","test_upgrade","","","","test_upgrade_from_edge",""
"passed","Fri May 31 01:34:45 UTC 2024","Fri May 31 01:34:50 UTC 2024","5200","tests.integration","test_charm","","","","test_logrotate","Verify that logs will be rotated."
"skipped","Fri May 31 01:37:03 UTC 2024","Fri May 31 01:37:03 UTC 2024","0","tests.integration","test_node_port","","","","test_node_port_and_clusterip_setup","Test the nodeport."
"broken","Fri May 31 01:48:31 UTC 2024","Fri May 31 02:06:03 UTC 2024","1051318","tests.integration","test_tls","","","","test_mattermost_db","Deploy Mattermost to test the 'db' relation.

    Mattermost needs TLS enabled on PgBouncer to correctly connect to it.

    Args:
        ops_test: The ops test framework
    "
"passed","Fri May 31 01:40:28 UTC 2024","Fri May 31 01:40:29 UTC 2024","1022","tests.integration.relations.pgbouncer_provider","test_pgbouncer_provider","","","","test_readonly_reads","Check we can read things in readonly."
